Date,Cow_ID,Breed,Milk_Yield_kg,Feed_Intake_kg,Lactation_Stage,Health_Score,Temperature_C,Humidity_%,Milk_Price_USD_per_kg,Revenue_USD,Feed_Cost_USD,Profit_USD
2021-01-10,Cow_3,Jersey,19.29,20.28,Mid,99,11.4,81.8,0.45,8.68,5.07,3.61
2021-01-10,Cow_4,Jersey,12.09,16.65,Late,89,11.4,81.8,0.45,5.44,4.16,1.28
2021-01-10,Cow_5,Guernsey,17.93,22.79,Mid,74,11.4,81.8,0.45,8.07,5.7,2.37
2021-01-10,Cow_6,Brown Swiss,30.74,20.42,Early,96,11.4,81.8,0.45,13.83,5.11,8.72
2021-01-10,Cow_7,Holstein,22.45,18.41,Early,85,11.4,81.8,0.45,10.1,4.6,5.5
2021-01-10,Cow_8,Jersey,21.95,26.38,Early,96,11.4,81.8,0.45,9.88,6.59,3.29
2021-01-10,Cow_9,Guernsey,24.14,18.6,Late,74,11.4,81.8,0.45,10.86,4.65,6.21
2021-01-10,Cow_10,Guernsey,23.81,22.89,Early,96,11.4,81.8,0.45,10.71,5.72,4.99
2021-01-10,Cow_11,Guernsey,24.9,23.75,Early,94,11.4,81.8,0.45,11.21,5.94,5.27
2021-01-10,Cow_12,Jersey,20.8,19.03,Late,70,11.4,81.8,0.45,9.36,4.76,4.6
2021-01-10,Cow_13,Guernsey,25.18,21.08,Late,99,11.4,81.8,0.45,11.33,5.27,6.06
2021-01-10,Cow_14,Guernsey,22.01,19.82,Mid,93,11.4,81.8,0.45,9.9,4.96,4.94
2021-01-10,Cow_15,Brown Swiss,16.65,18.44,Late,88,11.4,81.8,0.45,7.49,4.61,2.88
2021-01-10,Cow_16,Jersey,21.2,16.17,Early,89,11.4,81.8,0.45,9.54,4.04,5.5
2021-01-10,Cow_17,Brown Swiss,19.66,16.63,Late,84,11.4,81.8,0.45,8.85,4.16,4.69
2021-01-10,Cow_18,Jersey,29.92,17.47,Late,80,11.4,81.8,0.45,13.46,4.37,9.09
2021-01-10,Cow_19,Brown Swiss,22.6,22.88,Late,92,11.4,81.8,0.45,10.17,5.72,4.45
2021-01-10,Cow_20,Brown Swiss,14.56,16.3,Mid,72,11.4,81.8,0.45,6.55,4.08,2.47
2021-01-10,Cow_21,Holstein,22.77,21.45,Late,87,11.4,81.8,0.45,10.25,5.36,4.89
2021-01-10,Cow_22,Guernsey,19.21,23.11,Late,72,11.4,81.8,0.45,8.64,5.78,2.86
2021-01-10,Cow_23,Brown Swiss,23.84,17.82,Early,96,11.4,81.8,0.45,10.73,4.46,6.27
2021-01-10,Cow_24,Guernsey,30.39,18.35,Mid,96,11.4,81.8,0.45,13.68,4.59,9.09
2021-01-10,Cow_25,Jersey,25.35,17.81,Late,74,11.4,81.8,0.45,11.41,4.45,6.96
2021-01-10,Cow_26,Guernsey,22.98,19.75,Early,81,11.4,81.8,0.45,10.34,4.94,5.4
2021-01-10,Cow_27,Guernsey,24.97,22.7,Early,99,11.4,81.8,0.45,11.24,5.67,5.57
2021-01-10,Cow_28,Brown Swiss,25.2,19.84,Mid,82,11.4,81.8,0.45,11.34,4.96,6.38
2021-01-10,Cow_29,Brown Swiss,20.81,19.6,Early,93,11.4,81.8,0.45,9.36,4.9,4.46
2021-01-10,Cow_30,Jersey,22.21,21.25,Mid,95,11.4,81.8,0.45,9.99,5.31,4.68
2021-01-10,Cow_31,Holstein,20.03,19.01,Mid,77,11.4,81.8,0.45,9.01,4.75,4.26
2021-01-10,Cow_32,Brown Swiss,20.6,18.07,Early,82,11.4,81.8,0.45,9.27,4.52,4.75
2021-01-10,Cow_33,Guernsey,18.6,21.75,Early,80,11.4,81.8,0.45,8.37,5.44,2.93
2021-01-10,Cow_34,Jersey,23.6,20.7,Mid,74,11.4,81.8,0.45,10.62,5.17,5.45
2021-01-10,Cow_35,Brown Swiss,28.24,20.99,Late,78,11.4,81.8,0.45,12.71,5.25,7.46
2021-01-10,Cow_36,Holstein,9.18,24.42,Late,88,11.4,81.8,0.45,4.13,6.11,-1.98
2021-01-10,Cow_37,Holstein,26.84,19.41,Early,73,11.4,81.8,0.45,12.08,4.85,7.23
2021-01-10,Cow_38,Holstein,12.82,17.88,Mid,71,11.4,81.8,0.45,5.77,4.47,1.3
2021-01-10,Cow_39,Brown Swiss,22.88,16.21,Early,97,11.4,81.8,0.45,10.3,4.05,6.25
2021-01-10,Cow_40,Brown Swiss,21.26,19.06,Late,76,11.4,81.8,0.45,9.57,4.76,4.81
2021-01-10,Cow_41,Brown Swiss,16.99,19.9,Late,84,11.4,81.8,0.45,7.65,4.97,2.68
2021-01-10,Cow_42,Brown Swiss,8.53,17.05,Mid,88,11.4,81.8,0.45,3.84,4.26,-0.42
2021-01-10,Cow_43,Jersey,22.6,22.3,Late,79,11.4,81.8,0.45,10.17,5.58,4.59
2021-01-10,Cow_44,Jersey,20.29,23.77,Early,90,11.4,81.8,0.45,9.13,5.94,3.19
2021-01-10,Cow_45,Holstein,25.72,25.98,Early,95,11.4,81.8,0.45,11.57,6.5,5.07
2021-01-10,Cow_46,Holstein,26.6,23.83,Late,77,11.4,81.8,0.45,11.97,5.96,6.01
2021-01-10,Cow_47,Jersey,14.89,13.85,Mid,89,11.4,81.8,0.45,6.7,3.46,3.24
2021-01-10,Cow_48,Brown Swiss,27.09,19.48,Early,93,11.4,81.8,0.45,12.19,4.87,7.32
2021-01-10,Cow_49,Holstein,22.51,23.34,Mid,78,11.4,81.8,0.45,10.13,5.83,4.3
2021-01-10,Cow_50,Guernsey,25.12,17.8,Mid,70,11.4,81.8,0.45,11.3,4.45,6.85
2021-01-10,Cow_51,Jersey,19.05,17.35,Late,90,11.4,81.8,0.45,8.57,4.34,4.23
2021-01-10,Cow_52,Holstein,21.91,18.36,Mid,83,11.4,81.8,0.45,9.86,4.59,5.27
2021-01-10,Cow_53,Jersey,24.2,20.43,Mid,85,11.4,81.8,0.45,10.89,5.11,5.78
2021-01-10,Cow_54,Jersey,18.54,19.72,Early,85,11.4,81.8,0.45,8.34,4.93,3.41
2021-01-10,Cow_55,Jersey,18.09,16.96,Late,89,11.4,81.8,0.45,8.14,4.24,3.9
2021-01-10,Cow_56,Jersey,26.27,22.38,Late,83,11.4,81.8,0.45,11.82,5.59,6.23
2021-01-10,Cow_57,Jersey,19.14,27.58,Late,71,11.4,81.8,0.45,8.61,6.89,1.72
2021-01-10,Cow_58,Holstein,18.55,20.17,Early,90,11.4,81.8,0.45,8.35,5.04,3.31
2021-01-10,Cow_59,Guernsey,27.88,18.21,Late,70,11.4,81.8,0.45,12.55,4.55,8.0
2021-01-10,Cow_60,Holstein,23.99,23.79,Mid,96,11.4,81.8,0.45,10.8,5.95,4.85
2021-01-10,Cow_61,Holstein,28.03,20.84,Late,81,11.4,81.8,0.45,12.61,5.21,7.4
2021-01-10,Cow_62,Holstein,19.87,17.8,Mid,98,11.4,81.8,0.45,8.94,4.45,4.49
2021-01-10,Cow_63,Jersey,23.38,18.06,Late,78,11.4,81.8,0.45,10.52,4.51,6.01
2021-01-10,Cow_64,Brown Swiss,21.09,21.2,Early,78,11.4,81.8,0.45,9.49,5.3,4.19
2021-01-10,Cow_65,Holstein,21.17,22.34,Late,88,11.4,81.8,0.45,9.53,5.58,3.95
2021-01-10,Cow_66,Holstein,18.52,17.58,Mid,81,11.4,81.8,0.45,8.33,4.39,3.94
2021-01-10,Cow_67,Guernsey,19.63,22.07,Early,92,11.4,81.8,0.45,8.83,5.52,3.31
2021-01-10,Cow_68,Brown Swiss,27.38,21.06,Late,91,11.4,81.8,0.45,12.32,5.26,7.06
2021-01-10,Cow_69,Holstein,28.3,14.34,Late,82,11.4,81.8,0.45,12.74,3.58,9.16
2021-01-10,Cow_70,Holstein,25.26,16.88,Mid,86,11.4,81.8,0.45,11.37,4.22,7.15
2021-01-10,Cow_71,Brown Swiss,16.82,14.34,Mid,96,11.4,81.8,0.45,7.57,3.58,3.99
2021-01-10,Cow_72,Brown Swiss,22.04,19.56,Mid,84,11.4,81.8,0.45,9.92,4.89,5.03
2021-01-10,Cow_73,Jersey,20.94,19.3,Mid,70,11.4,81.8,0.45,9.42,4.83,4.59
2021-01-10,Cow_74,Guernsey,15.0,24.6,Late,84,11.4,81.8,0.45,6.75,6.15,0.6
2021-01-10,Cow_75,Holstein,22.39,18.8,Late,89,11.4,81.8,0.45,10.08,4.7,5.38
2021-01-10,Cow_76,Guernsey,24.83,16.65,Late,94,11.4,81.8,0.45,11.17,4.16,7.01
2021-01-10,Cow_77,Holstein,22.56,20.6,Early,85,11.4,81.8,0.45,10.15,5.15,5.0
2021-01-10,Cow_78,Jersey,21.32,19.45,Early,98,11.4,81.8,0.45,9.59,4.86,4.73
2021-01-10,Cow_79,Guernsey,23.49,21.94,Late,74,11.4,81.8,0.45,10.57,5.49,5.08
2021-01-10,Cow_80,Brown Swiss,19.7,23.21,Early,89,11.4,81.8,0.45,8.87,5.8,3.07
2021-01-10,Cow_81,Guernsey,21.12,17.29,Early,71,11.4,81.8,0.45,9.5,4.32,5.18
2021-01-10,Cow_82,Holstein,19.32,20.36,Early,95,11.4,81.8,0.45,8.69,5.09,3.6
2021-01-10,Cow_83,Jersey,28.96,23.98,Late,83,11.4,81.8,0.45,13.03,6.0,7.03
2021-01-10,Cow_84,Holstein,20.29,20.64,Late,88,11.4,81.8,0.45,9.13,5.16,3.97
2021-01-10,Cow_85,Holstein,19.64,17.33,Mid,79,11.4,81.8,0.45,8.84,4.33,4.51
2021-01-10,Cow_86,Guernsey,20.1,21.54,Late,83,11.4,81.8,0.45,9.05,5.38,3.67
2021-01-10,Cow_87,Guernsey,20.13,15.27,Mid,91,11.4,81.8,0.45,9.06,3.82,5.24
2021-01-10,Cow_88,Guernsey,34.46,25.7,Mid,70,11.4,81.8,0.45,15.51,6.42,9.09
2021-01-10,Cow_89,Guernsey,19.75,17.59,Early,91,11.4,81.8,0.45,8.89,4.4,4.49
2021-01-10,Cow_90,Guernsey,22.89,23.3,Mid,98,11.4,81.8,0.45,10.3,5.83,4.47
2021-01-10,Cow_91,Jersey,16.78,16.04,Late,71,11.4,81.8,0.45,7.55,4.01,3.54
2021-01-10,Cow_92,Jersey,19.35,15.53,Early,73,11.4,81.8,0.45,8.71,3.88,4.83
2021-01-10,Cow_93,Guernsey,30.5,20.19,Late,76,11.4,81.8,0.45,13.72,5.05,8.67
2021-01-10,Cow_94,Brown Swiss,23.2,18.52,Late,83,11.4,81.8,0.45,10.44,4.63,5.81
2021-01-10,Cow_95,Holstein,18.15,24.19,Early,82,11.4,81.8,0.45,8.17,6.05,2.12
2021-01-10,Cow_96,Brown Swiss,21.89,21.0,Mid,94,11.4,81.8,0.45,9.85,5.25,4.6
2021-01-10,Cow_97,Holstein,28.75,21.45,Early,81,11.4,81.8,0.45,12.94,5.36,7.58
2021-01-10,Cow_98,Brown Swiss,23.58,23.45,Mid,81,11.4,81.8,0.45,10.61,5.86,4.75
2021-01-10,Cow_99,Brown Swiss,21.49,12.01,Late,98,11.4,81.8,0.45,9.67,3.0,6.67
2021-01-10,Cow_100,Guernsey,17.91,19.08,Late,82,11.4,81.8,0.45,8.06,4.77,3.29
2021-01-11,Cow_1,Jersey,22.22,18.64,Mid,85,-5.8,55.1,0.45,10.0,4.66,5.34
2021-01-11,Cow_2,Brown Swiss,19.74,20.66,Early,82,-5.8,55.1,0.45,8.88,5.17,3.71
2021-01-11,Cow_3,Jersey,20.15,20.35,Early,70,-5.8,55.1,0.45,9.07,5.09,3.98
2021-01-11,Cow_4,Jersey,15.81,17.46,Early,97,-5.8,55.1,0.45,7.11,4.37,2.74
2021-01-11,Cow_5,Guernsey,18.44,22.39,Early,88,-5.8,55.1,0.45,8.3,5.6,2.7
2021-01-11,Cow_6,Brown Swiss,28.06,17.73,Late,99,-5.8,55.1,0.45,12.63,4.43,8.2
2021-01-11,Cow_7,Holstein,21.7,24.53,Early,78,-5.8,55.1,0.45,9.77,6.13,3.64
2021-01-11,Cow_8,Jersey,20.0,18.91,Mid,88,-5.8,55.1,0.45,9.0,4.73,4.27
2021-01-11,Cow_9,Guernsey,11.72,19.69,Late,76,-5.8,55.1,0.45,5.27,4.92,0.35
2021-01-11,Cow_10,Guernsey,24.2,18.31,Mid,93,-5.8,55.1,0.45,10.89,4.58,6.31
2021-01-11,Cow_11,Guernsey,20.99,19.47,Late,97,-5.8,55.1,0.45,9.45,4.87,4.58
2021-01-11,Cow_12,Jersey,20.46,17.02,Mid,93,-5.8,55.1,0.45,9.21,4.25,4.96
2021-01-11,Cow_13,Guernsey,20.57,18.74,Mid,91,-5.8,55.1,0.45,9.26,4.68,4.58
2021-01-11,Cow_14,Guernsey,21.81,22.23,Late,80,-5.8,55.1,0.45,9.81,5.56,4.25
2021-01-11,Cow_15,Brown Swiss,20.63,16.59,Early,97,-5.8,55.1,0.45,9.28,4.15,5.13
2021-01-11,Cow_16,Jersey,14.75,18.25,Late,85,-5.8,55.1,0.45,6.64,4.56,2.08
2021-01-11,Cow_17,Brown Swiss,21.33,20.82,Early,76,-5.8,55.1,0.45,9.6,5.21,4.39
2021-01-11,Cow_18,Jersey,22.49,22.05,Mid,73,-5.8,55.1,0.45,10.12,5.51,4.61
2021-01-11,Cow_19,Brown Swiss,23.72,18.44,Late,83,-5.8,55.1,0.45,10.67,4.61,6.06
2021-01-11,Cow_20,Brown Swiss,19.45,22.59,Mid,81,-5.8,55.1,0.45,8.75,5.65,3.1
2021-01-11,Cow_21,Holstein,23.44,14.36,Mid,72,-5.8,55.1,0.45,10.55,3.59,6.96
2021-01-11,Cow_22,Guernsey,19.11,18.46,Late,79,-5.8,55.1,0.45,8.6,4.62,3.98
2021-01-11,Cow_23,Brown Swiss,16.56,20.58,Late,87,-5.8,55.1,0.45,7.45,5.14,2.31
2021-01-11,Cow_24,Guernsey,18.15,17.91,Mid,89,-5.8,55.1,0.45,8.17,4.48,3.69
2021-01-11,Cow_25,Jersey,18.75,21.43,Early,95,-5.8,55.1,0.45,8.44,5.36,3.08
2021-01-11,Cow_26,Guernsey,24.36,20.07,Mid,70,-5.8,55.1,0.45,10.96,5.02,5.94
2021-01-11,Cow_27,Guernsey,17.84,23.09,Mid,93,-5.8,55.1,0.45,8.03,5.77,2.26
2021-01-11,Cow_28,Brown Swiss,22.61,26.83,Mid,85,-5.8,55.1,0.45,10.17,6.71,3.46
2021-01-11,Cow_29,Brown Swiss,19.7,19.5,Early,89,-5.8,55.1,0.45,8.87,4.88,3.99
2021-01-11,Cow_30,Jersey,17.19,21.15,Early,74,-5.8,55.1,0.45,7.74,5.29,2.45
2021-01-11,Cow_31,Holstein,18.57,22.57,Late,84,-5.8,55.1,0.45,8.36,5.64,2.72
2021-01-11,Cow_32,Brown Swiss,18.81,19.86,Mid,80,-5.8,55.1,0.45,8.46,4.96,3.5
2021-01-11,Cow_33,Guernsey,20.3,20.65,Mid,74,-5.8,55.1,0.45,9.13,5.16,3.97
2021-01-11,Cow_34,Jersey,16.41,18.17,Late,87,-5.8,55.1,0.45,7.38,4.54,2.84
2021-01-11,Cow_35,Brown Swiss,17.63,16.16,Mid,86,-5.8,55.1,0.45,7.93,4.04,3.89
2021-01-11,Cow_36,Holstein,12.43,15.88,Mid,90,-5.8,55.1,0.45,5.59,3.97,1.62
2021-01-11,Cow_37,Holstein,21.71,19.58,Early,90,-5.8,55.1,0.45,9.77,4.89,4.88
2021-01-11,Cow_38,Holstein,20.2,17.55,Early,99,-5.8,55.1,0.45,9.09,4.39,4.7
2021-01-11,Cow_39,Brown Swiss,18.82,21.49,Early,77,-5.8,55.1,0.45,8.47,5.37,3.1
2021-01-11,Cow_40,Brown Swiss,17.8,15.99,Early,98,-5.8,55.1,0.45,8.01,4.0,4.01
2021-01-11,Cow_41,Brown Swiss,25.48,22.43,Mid,90,-5.8,55.1,0.45,11.47,5.61,5.86
2021-01-11,Cow_42,Brown Swiss,16.96,17.46,Early,74,-5.8,55.1,0.45,7.63,4.37,3.26
2021-01-11,Cow_43,Jersey,16.1,18.66,Mid,74,-5.8,55.1,0.45,7.25,4.67,2.58
2021-01-11,Cow_44,Jersey,21.09,14.91,Late,90,-5.8,55.1,0.45,9.49,3.73,5.76
2021-01-11,Cow_45,Holstein,18.74,22.37,Mid,91,-5.8,55.1,0.45,8.43,5.59,2.84
2021-01-11,Cow_46,Holstein,17.42,22.47,Late,96,-5.8,55.1,0.45,7.84,5.62,2.22
2021-01-11,Cow_47,Jersey,19.21,20.18,Mid,95,-5.8,55.1,0.45,8.64,5.04,3.6
2021-01-11,Cow_48,Brown Swiss,17.31,19.57,Early,99,-5.8,55.1,0.45,7.79,4.89,2.9
2021-01-11,Cow_49,Holstein,25.48,21.2,Mid,86,-5.8,55.1,0.45,11.47,5.3,6.17
2021-01-11,Cow_50,Guernsey,18.88,25.89,Early,84,-5.8,55.1,0.45,8.5,6.47,2.03
2021-01-11,Cow_51,Jersey,11.85,22.81,Late,85,-5.8,55.1,0.45,5.33,5.7,-0.37
2021-01-11,Cow_52,Holstein,17.83,22.14,Mid,80,-5.8,55.1,0.45,8.02,5.54,2.48
2021-01-11,Cow_53,Jersey,13.8,17.62,Late,84,-5.8,55.1,0.45,6.21,4.41,1.8
2021-01-11,Cow_54,Jersey,28.25,21.21,Late,85,-5.8,55.1,0.45,12.71,5.3,7.41
2021-01-11,Cow_55,Jersey,16.25,24.25,Mid,94,-5.8,55.1,0.45,7.31,6.06,1.25
2021-01-11,Cow_56,Jersey,26.0,18.5,Mid,77,-5.8,55.1,0.45,11.7,4.62,7.08
2021-01-11,Cow_57,Jersey,24.36,21.03,Late,84,-5.8,55.1,0.45,10.96,5.26,5.7
2021-01-11,Cow_58,Holstein,24.1,24.34,Mid,81,-5.8,55.1,0.45,10.85,6.08,4.77
2021-01-11,Cow_59,Guernsey,15.67,23.33,Early,84,-5.8,55.1,0.45,7.05,5.83,1.22
2021-01-11,Cow_60,Holstein,23.02,12.93,Late,74,-5.8,55.1,0.45,10.36,3.23,7.13
2021-01-11,Cow_61,Holstein,15.56,26.08,Mid,70,-5.8,55.1,0.45,7.0,6.52,0.48
2021-01-11,Cow_62,Holstein,17.09,20.54,Mid,91,-5.8,55.1,0.45,7.69,5.13,2.56
2021-01-11,Cow_63,Jersey,18.73,21.07,Mid,84,-5.8,55.1,0.45,8.43,5.27,3.16
2021-01-11,Cow_64,Brown Swiss,17.89,13.43,Late,78,-5.8,55.1,0.45,8.05,3.36,4.69
2021-01-11,Cow_65,Holstein,17.48,22.73,Late,85,-5.8,55.1,0.45,7.87,5.68,2.19
2021-01-11,Cow_66,Holstein,14.17,20.08,Early,74,-5.8,55.1,0.45,6.38,5.02,1.36
2021-01-11,Cow_67,Guernsey,18.44,22.99,Early,77,-5.8,55.1,0.45,8.3,5.75,2.55
2021-01-11,Cow_68,Brown Swiss,20.25,22.36,Early,91,-5.8,55.1,0.45,9.11,5.59,3.52
2021-01-11,Cow_69,Holstein,27.23,22.94,Late,80,-5.8,55.1,0.45,12.25,5.74,6.51
2021-01-11,Cow_70,Holstein,24.57,20.81,Early,75,-5.8,55.1,0.45,11.06,5.2,5.86
2021-01-11,Cow_71,Brown Swiss,18.39,20.54,Mid,81,-5.8,55.1,0.45,8.28,5.13,3.15
2021-01-11,Cow_72,Brown Swiss,24.75,19.95,Mid,83,-5.8,55.1,0.45,11.14,4.99,6.15
2021-01-11,Cow_73,Jersey,11.21,20.7,Late,81,-5.8,55.1,0.45,5.04,5.17,-0.13
2021-01-11,Cow_74,Guernsey,20.18,18.41,Mid,72,-5.8,55.1,0.45,9.08,4.6,4.48
2021-01-11,Cow_75,Holstein,27.88,19.61,Late,70,-5.8,55.1,0.45,12.55,4.9,7.65
2021-01-11,Cow_76,Guernsey,24.05,17.42,Early,93,-5.8,55.1,0.45,10.82,4.36,6.46
2021-01-11,Cow_77,Holstein,20.96,19.87,Mid,75,-5.8,55.1,0.45,9.43,4.97,4.46
2021-01-11,Cow_78,Jersey,18.87,18.61,Early,72,-5.8,55.1,0.45,8.49,4.65,3.84
2021-01-11,Cow_79,Guernsey,19.69,22.98,Mid,94,-5.8,55.1,0.45,8.86,5.75,3.11
2021-01-11,Cow_80,Brown Swiss,15.23,23.18,Early,78,-5.8,55.1,0.45,6.85,5.79,1.06
2021-01-11,Cow_81,Guernsey,22.09,25.04,Early,83,-5.8,55.1,0.45,9.94,6.26,3.68
2021-01-11,Cow_82,Holstein,20.81,15.35,Early,75,-5.8,55.1,0.45,9.36,3.84,5.52
2021-01-11,Cow_83,Jersey,19.52,17.88,Early,88,-5.8,55.1,0.45,8.78,4.47,4.31
2021-01-11,Cow_84,Holstein,22.24,20.35,Early,73,-5.8,55.1,0.45,10.01,5.09,4.92
2021-01-11,Cow_85,Holstein,20.84,22.56,Mid,92,-5.8,55.1,0.45,9.38,5.64,3.74
2021-01-11,Cow_86,Guernsey,17.82,24.11,Early,71,-5.8,55.1,0.45,8.02,6.03,1.99
2021-01-11,Cow_87,Guernsey,16.02,18.15,Late,97,-5.8,55.1,0.45,7.21,4.54,2.67
2021-01-11,Cow_88,Guernsey,14.9,16.24,Late,86,-5.8,55.1,0.45,6.71,4.06,2.65
2021-01-11,Cow_89,Guernsey,21.85,19.79,Late,90,-5.8,55.1,0.45,9.83,4.95,4.88
2021-01-11,Cow_90,Guernsey,22.59,18.96,Mid,77,-5.8,55.1,0.45,10.17,4.74,5.43
2021-01-11,Cow_91,Jersey,22.77,17.7,Late,73,-5.8,55.1,0.45,10.25,4.42,5.83
2021-01-11,Cow_92,Jersey,21.88,19.07,Mid,92,-5.8,55.1,0.45,9.85,4.77,5.08
2021-01-11,Cow_93,Guernsey,22.24,18.31,Early,72,-5.8,55.1,0.45,10.01,4.58,5.43
2021-01-11,Cow_94,Brown Swiss,12.58,22.87,Late,71,-5.8,55.1,0.45,5.66,5.72,-0.06
2021-01-11,Cow_95,Holstein,17.92,19.45,Late,76,-5.8,55.1,0.45,8.06,4.86,3.2
2021-01-11,Cow_96,Brown Swiss,24.23,20.34,Early,94,-5.8,55.1,0.45,10.9,5.08,5.82
2021-01-11,Cow_97,Holstein,18.04,18.99,Early,88,-5.8,55.1,0.45,8.12,4.75,3.37
2021-01-11,Cow_98,Brown Swiss,20.12,20.91,Mid,73,-5.8,55.1,0.45,9.05,5.23,3.82
2021-01-11,Cow_99,Brown Swiss,16.03,21.47,Mid,96,-5.8,55.1,0.45,7.21,5.37,1.84
2021-01-11,Cow_100,Guernsey,11.73,20.97,Early,79,-5.8,55.1,0.45,5.28,5.24,0.04
2021-01-12,Cow_1,Jersey,25.88,21.51,Late,84,24.2,56.6,0.45,11.65,5.38,6.27
2021-01-12,Cow_2,Brown Swiss,17.09,19.58,Late,74,24.2,56.6,0.45,7.69,4.89,2.8
2021-01-12,Cow_3,Jersey,25.59,22.37,Late,79,24.2,56.6,0.45,11.52,5.59,5.93
2021-01-12,Cow_4,Jersey,24.35,25.56,Mid,93,24.2,56.6,0.45,10.96,6.39,4.57
2021-01-12,Cow_5,Guernsey,25.02,23.21,Early,83,24.2,56.6,0.45,11.26,5.8,5.46
2021-01-12,Cow_6,Brown Swiss,28.52,15.82,Early,76,24.2,56.6,0.45,12.83,3.96,8.87
2021-01-12,Cow_7,Holstein,14.85,19.29,Mid,80,24.2,56.6,0.45,6.68,4.82,1.86
2021-01-12,Cow_8,Jersey,21.09,24.3,Early,70,24.2,56.6,0.45,9.49,6.08,3.41
2021-01-12,Cow_9,Guernsey,29.28,24.27,Mid,71,24.2,56.6,0.45,13.18,6.07,7.11
2021-01-12,Cow_10,Guernsey,22.32,17.52,Late,89,24.2,56.6,0.45,10.04,4.38,5.66
2021-01-12,Cow_11,Guernsey,24.71,23.21,Late,70,24.2,56.6,0.45,11.12,5.8,5.32
2021-01-12,Cow_12,Jersey,25.91,24.5,Early,99,24.2,56.6,0.45,11.66,6.12,5.54
2021-01-12,Cow_13,Guernsey,24.33,21.77,Early,77,24.2,56.6,0.45,10.95,5.44,5.51
2021-01-12,Cow_14,Guernsey,23.24,20.0,Late,88,24.2,56.6,0.45,10.46,5.0,5.46
2021-01-12,Cow_15,Brown Swiss,24.33,25.19,Mid,94,24.2,56.6,0.45,10.95,6.3,4.65
2021-01-12,Cow_16,Jersey,24.91,16.36,Mid,72,24.2,56.6,0.45,11.21,4.09,7.12
2021-01-12,Cow_17,Brown Swiss,13.0,22.18,Late,81,24.2,56.6,0.45,5.85,5.54,0.31
2021-01-12,Cow_18,Jersey,24.48,19.33,Late,81,24.2,56.6,0.45,11.02,4.83,6.19
2021-01-12,Cow_19,Brown Swiss,23.31,17.91,Early,90,24.2,56.6,0.45,10.49,4.48,6.01
2021-01-12,Cow_20,Brown Swiss,27.99,19.9,Late,89,24.2,56.6,0.45,12.6,4.97,7.63
2021-01-12,Cow_21,Holstein,24.64,21.88,Late,85,24.2,56.6,0.45,11.09,5.47,5.62
2021-01-12,Cow_22,Guernsey,17.55,17.1,Early,87,24.2,56.6,0.45,7.9,4.28,3.62
2021-01-12,Cow_23,Brown Swiss,24.23,20.33,Mid,74,24.2,56.6,0.45,10.9,5.08,5.82
2021-01-12,Cow_24,Guernsey,25.06,21.21,Mid,81,24.2,56.6,0.45,11.28,5.3,5.98
2021-01-12,Cow_25,Jersey,19.64,20.07,Late,91,24.2,56.6,0.45,8.84,5.02,3.82
2021-01-12,Cow_26,Guernsey,22.46,19.27,Early,86,24.2,56.6,0.45,10.11,4.82,5.29
2021-01-12,Cow_27,Guernsey,14.98,17.13,Mid,97,24.2,56.6,0.45,6.74,4.28,2.46
2021-01-12,Cow_28,Brown Swiss,22.37,20.8,Mid,91,24.2,56.6,0.45,10.07,5.2,4.87
2021-01-12,Cow_29,Brown Swiss,34.69,15.0,Early,96,24.2,56.6,0.45,15.61,3.75,11.86
2021-01-12,Cow_30,Jersey,28.53,20.6,Early,71,24.2,56.6,0.45,12.84,5.15,7.69
2021-01-12,Cow_31,Holstein,23.44,20.81,Late,75,24.2,56.6,0.45,10.55,5.2,5.35
2021-01-12,Cow_32,Brown Swiss,22.89,21.06,Late,74,24.2,56.6,0.45,10.3,5.26,5.04
2021-01-12,Cow_33,Guernsey,19.94,20.48,Early,87,24.2,56.6,0.45,8.97,5.12,3.85
2021-01-12,Cow_34,Jersey,20.25,16.52,Mid,86,24.2,56.6,0.45,9.11,4.13,4.98
2021-01-12,Cow_35,Brown Swiss,24.71,17.7,Mid,84,24.2,56.6,0.45,11.12,4.42,6.7
2021-01-12,Cow_36,Holstein,28.01,24.49,Mid,76,24.2,56.6,0.45,12.6,6.12,6.48
2021-01-12,Cow_37,Holstein,20.4,22.21,Mid,89,24.2,56.6,0.45,9.18,5.55,3.63
2021-01-12,Cow_38,Holstein,21.99,23.19,Early,76,24.2,56.6,0.45,9.9,5.8,4.1
2021-01-12,Cow_39,Brown Swiss,24.99,16.61,Early,98,24.2,56.6,0.45,11.25,4.15,7.1
2021-01-12,Cow_40,Brown Swiss,19.9,19.98,Late,79,24.2,56.6,0.45,8.96,5.0,3.96
2021-01-12,Cow_41,Brown Swiss,18.36,17.45,Early,80,24.2,56.6,0.45,8.26,4.36,3.9
2021-01-12,Cow_42,Brown Swiss,34.93,20.18,Late,95,24.2,56.6,0.45,15.72,5.04,10.68
2021-01-12,Cow_43,Jersey,24.45,23.92,Mid,76,24.2,56.6,0.45,11.0,5.98,5.02
2021-01-12,Cow_44,Jersey,24.61,16.6,Early,80,24.2,56.6,0.45,11.07,4.15,6.92
2021-01-12,Cow_45,Holstein,21.81,19.54,Late,99,24.2,56.6,0.45,9.81,4.88,4.93
2021-01-12,Cow_46,Holstein,15.62,18.78,Mid,98,24.2,56.6,0.45,7.03,4.7,2.33
